PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),NOx (ppb),NH3 (µg/m³),hour,month,dayofweek
24.75,62.5,0.3,6.72,0.52,76.25,3.82,6.55,17,6,6
25.5,58.75,0.5,6.28,0.53,63.22,3.75,5.95,18,6,6
19.75,56.75,0.35,6.62,0.52,50.05,3.82,5.48,19,6,6
15.0,38.0,0.17,6.25,0.5,56.02,3.45,5.58,20,6,6
15.5,36.5,0.1,7.1,0.51,53.78,3.82,5.9,21,6,6
18.5,51.5,0.3,7.98,0.48,44.08,4.5,5.65,22,6,6
12.5,40.0,0.23,6.88,0.39,43.1,3.82,5.25,23,6,6
8.25,30.0,0.13,6.92,0.33,40.67,3.8,5.12,0,6,0
9.25,29.0,0.4,5.07,0.35,33.55,2.9,5.27,1,6,0
9.5,27.75,0.37,6.47,0.37,44.35,3.73,4.07,2,6,0
8.0,37.0,0.27,4.07,0.34,50.4,2.37,4.8,3,6,0
7.5,32.0,0.2,4.3,0.36,43.92,2.48,4.95,4,6,0
9.0,29.0,0.1,4.3,0.36,41.5,2.3,5.05,5,6,0
10.33,36.0,3.3,12.57,0.4,37.4,9.37,4.67,6,6,0
8.0,39.0,8.33,15.07,0.44,37.87,14.8,5.47,7,6,0
18.33,38.0,4.63,14.77,0.4,51.93,11.67,3.17,8,6,0
15.5,39.5,4.5,15.25,0.42,57.97,11.75,4.53,9,6,0
18.25,38.25,4.62,14.78,0.43,65.2,11.65,4.1,10,6,0
12.0,40.0,1.47,5.07,0.45,78.12,4.27,4.65,11,6,0
12.25,41.25,1.02,5.7,0.44,82.1,3.88,4.95,12,6,0
12.25,39.0,0.62,6.28,0.48,78.38,3.85,5.9,13,6,0
11.5,53.0,0.45,7.38,0.48,78.18,4.32,6.38,14,6,0
17.0,65.5,0.73,8.43,0.48,75.08,5.1,6.18,15,6,0
18.25,58.75,0.7,8.43,0.47,71.28,5.03,6.0,16,6,0
14.25,54.75,0.57,6.95,0.45,73.1,4.15,5.65,17,6,0
20.75,49.5,0.48,7.62,0.52,65.55,4.47,5.82,18,6,0
15.0,37.0,0.38,8.68,0.52,61.7,4.9,5.75,19,6,0
11.5,45.5,0.38,8.82,0.55,50.5,5.03,7.62,20,6,0
12.5,43.75,0.3,8.95,0.5,36.15,4.95,8.67,21,6,0
10.75,52.5,0.2,6.85,0.43,35.12,3.8,7.82,22,6,0
10.0,47.5,0.35,5.38,0.38,40.72,3.12,6.8,23,6,0
10.0,38.25,0.38,4.08,0.33,43.67,2.48,6.25,0,6,1
8.75,41.25,0.37,4.07,0.32,23.23,2.47,5.6,1,6,1
5.5,26.5,0.57,6.23,0.38,40.42,3.77,6.33,2,6,1
6.25,29.75,0.38,4.88,0.36,43.48,2.88,5.65,3,6,1
4.25,33.25,0.32,4.03,0.38,45.18,2.38,5.6,4,6,1
6.25,26.75,0.2,4.45,0.38,39.98,2.52,5.98,5,6,1
10.75,43.25,0.3,4.22,0.36,42.62,2.52,6.22,6,6,1
11.5,64.25,0.45,4.62,0.43,49.75,2.8,6.02,7,6,1
16.5,56.25,0.68,4.53,0.42,54.5,2.98,5.9,8,6,1
19.5,56.5,0.72,4.0,0.45,58.4,2.7,5.72,9,6,1
21.5,50.75,0.8,3.45,0.46,57.28,2.48,5.18,10,6,1
13.25,37.5,0.52,3.3,0.46,64.68,2.2,5.15,11,6,1
12.25,38.0,0.65,3.28,0.47,69.35,2.28,5.15,12,6,1
16.5,39.25,0.52,3.72,0.49,85.08,2.42,5.88,13,6,1
20.5,51.5,0.35,4.58,0.5,93.22,2.75,7.22,14,6,1
28.0,47.0,0.6,7.5,0.58,97.93,4.47,7.63,15,6,1
33.5,74.0,0.32,6.3,0.5,64.82,3.6,6.25,16,6,1
14.75,42.5,0.85,6.98,0.52,73.0,4.42,5.8,17,6,1
21.25,42.5,0.62,8.1,0.55,59.48,4.8,4.7,18,6,1
12.25,25.75,0.55,9.7,0.64,53.08,5.62,4.8,19,6,1
13.5,20.75,0.38,8.07,0.59,55.62,4.6,4.88,20,6,1
16.75,29.0,0.2,11.65,0.7,42.22,6.38,4.97,21,6,1
20.75,36.75,0.4,11.08,0.62,31.68,6.22,5.52,22,6,1
13.0,35.25,2.98,10.4,0.46,34.67,7.95,4.88,23,6,1
12.0,21.0,2.45,9.2,0.36,30.8,6.9,4.85,0,6,2
9.75,28.25,2.6,10.37,0.4,29.7,7.6,4.8,1,6,2
11.5,28.5,0.77,9.83,0.44,29.18,5.83,6.07,2,6,2
9.75,29.25,0.62,7.38,0.4,26.4,4.42,6.18,3,6,2
11.0,43.25,0.8,8.45,0.44,21.7,5.12,6.3,4,6,2
17.5,53.75,0.57,8.72,0.47,25.92,5.1,6.5,5,6,2
18.75,60.25,1.05,8.4,0.49,23.25,5.35,6.98,6,6,2
25.75,89.25,1.42,7.62,0.51,36.58,5.22,6.6,7,6,2
21.25,109.0,1.35,6.3,0.49,50.88,4.47,6.35,8,6,2
28.75,136.25,0.92,5.52,0.49,56.32,3.7,6.1,9,6,2
21.0,90.75,1.08,4.53,0.52,59.63,3.28,5.48,10,6,2
22.25,76.75,1.07,4.77,0.47,62.12,3.4,5.5,11,6,2
23.75,67.75,0.82,3.72,0.46,60.5,2.62,5.15,12,6,2
15.5,74.0,0.57,4.47,0.45,44.3,2.82,5.08,13,6,2
11.0,74.0,0.57,5.5,0.38,26.1,1.5,5.5,14,6,2
11.2,67.0,11.5,6.65,0.14,27.93,6.42,7.0,15,6,2
11.4,60.0,6.7,4.9,0.27,34.7,4.0,6.9,16,6,2
11.6,53.0,11.4,11.38,0.4,22.55,15.3,6.0,17,6,2
11.8,46.0,6.8,17.68,0.75,20.58,9.32,5.08,18,6,2
12.0,39.0,6.8,16.25,0.87,20.7,7.88,4.32,19,6,2
13.5,42.0,0.4,14.02,0.78,20.62,6.8,3.88,20,6,2
16.25,40.5,0.4,14.82,0.77,15.52,6.85,4.25,21,6,2
15.75,36.0,0.4,14.42,0.79,9.78,6.1,4.9,22,6,2
12.0,39.0,0.4,13.05,0.64,13.02,6.85,5.03,23,6,2
13.0,27.0,0.75,11.05,0.44,9.63,6.48,5.12,0,6,3
13.5,30.5,0.8,11.1,0.42,10.3,6.57,5.23,1,6,3
13.25,34.5,0.9,11.33,0.38,9.6,6.8,4.07,2,6,3
16.5,33.5,0.4,10.07,0.34,12.1,5.65,4.07,3,6,3
17.75,38.75,0.27,8.1,0.35,13.5,4.47,4.3,4,6,3
24.75,50.0,0.75,7.2,0.35,9.78,4.42,4.4,5,6,3
15.0,48.5,0.5,5.82,0.34,11.1,2.9,5.05,6,6,3
9.0,52.75,1.12,5.7,0.38,16.77,3.95,5.32,7,6,3
13.25,54.5,1.12,5.62,0.37,23.2,3.88,5.1,8,6,3
17.0,56.0,0.88,3.58,0.34,26.6,2.6,4.88,9,6,3
17.0,35.0,3.42,3.7,0.3,34.95,4.75,4.15,10,6,3
17.0,31.5,1.27,3.6,0.32,33.8,2.95,3.68,11,6,3
15.75,35.75,1.25,4.95,0.42,31.1,3.68,3.98,12,6,3
5.25,18.5,1.27,4.42,0.5,32.88,3.35,3.92,13,6,3
3.0,6.5,0.1,4.42,0.42,28.3,2.05,4.47,14,6,3
2.6666666666666665,4.75,0.38,4.38,0.39,33.05,2.65,4.68,15,6,3
2.3333333333333335,5.0,0.55,4.78,0.33,27.0,3.0,4.58,16,6,3
2.0,10.5,0.9,6.65,0.38,20.8,4.28,4.22,17,6,3
2.0,9.0,1.95,7.8,0.41,21.68,5.75,3.6,18,6,3
2.0,9.5,0.62,7.08,0.42,18.4,4.25,3.9,19,6,3
1.0,12.75,0.62,7.2,0.4,21.25,4.32,3.48,20,6,3
1.0,7.5,0.42,5.35,0.35,24.15,3.2,3.42,21,6,3
1.625,3.0,0.42,2.62,0.31,17.48,0.78,3.8,22,6,3
2.25,2.0,0.1,2.52,0.3,20.0,1.2,4.2,23,6,3
2.875,2.75,0.15,3.3,0.32,17.9,1.88,3.97,0,6,4
3.5,5.75,0.37,3.47,0.34,13.3,2.1,3.87,1,6,4
4.125,8.0,1.53,7.13,0.38,12.68,5.03,3.23,2,6,4
4.75,8.5,1.12,6.9,0.37,15.6,4.58,3.48,3,6,4
5.375,9.25,0.7,3.72,0.37,14.1,2.52,3.38,4,6,4
6.0,14.25,0.6,3.05,0.4,11.9,2.12,73.4,5,6,4
6.5,38.75,0.3,3.1,0.43,9.35,1.7,32.48,6,6,4
9.25,45.5,0.85,2.53,0.41,19.58,2.02,27.8,7,6,4
13.5,37.25,0.7,2.38,0.39,25.32,1.88,22.5,8,6,4
13.75,38.0,0.48,2.35,0.39,25.15,1.62,18.73,9,6,4
11.75,39.0,2.0,2.43,0.4,33.95,2.93,11.53,10,6,4
17.75,45.25,1.58,5.38,0.43,37.17,4.15,10.22,11,6,4
20.5,54.0,0.73,5.32,0.48,51.08,3.15,11.18,12,6,4
27.75,66.75,2.17,7.85,0.52,60.7,5.95,10.8,13,6,4
42.0,87.0,0.3,7.52,0.47,57.35,2.92,14.7,14,6,4
26.5,85.0,0.3,7.55,0.47,52.92,3.98,16.0,15,6,4
26.75,63.25,0.35,7.05,0.48,38.52,4.05,14.7,16,6,4
21.5,48.25,0.42,7.2,0.46,32.93,4.18,13.8,17,6,4
19.75,50.75,1.82,7.65,0.51,35.08,5.55,9.65,18,6,4
18.75,53.75,0.88,5.38,0.48,33.62,3.55,8.02,19,6,4
16.75,42.25,0.3,4.58,0.47,35.15,2.7,7.62,20,6,4
11.25,40.75,0.25,4.5,0.45,32.88,2.6,7.28,21,6,4
8.75,42.5,0.25,4.47,0.46,29.22,1.72,9.5,22,6,4
7.5,40.0,0.1,3.72,0.42,28.5,1.88,10.65,23,6,4
5.75,36.5,0.42,3.2,0.36,26.33,2.05,10.4,0,6,5
5.0,35.0,0.2,3.8,0.36,12.45,2.1,10.32,1,6,5
6.25,35.25,1.83,4.7,0.38,18.92,3.97,7.97,2,6,5
10.5,36.5,0.8,3.35,0.37,21.48,2.42,6.78,3,6,5
11.75,39.25,0.32,3.52,0.34,21.9,2.12,6.48,4,6,5
13.5,47.25,0.55,5.25,0.43,19.2,3.22,6.38,5,6,5
21.0,56.0,0.55,4.53,0.43,20.05,1.98,7.98,6,6,5
20.0,52.0,0.55,3.88,0.42,24.88,2.3,8.88,7,6,5
16.0,48.0,0.55,3.45,0.39,25.72,2.3,8.8,8,6,5
12.5,49.5,0.92,4.22,0.41,29.15,3.05,8.68,9,6,5
13.0,55.0,2.2,4.47,0.41,32.25,4.15,7.05,10,6,5
20.5,54.75,1.25,3.62,0.38,36.45,2.92,5.93,11,6,5
22.0,57.25,0.82,3.97,0.38,37.15,2.8,5.75,12,6,5
20.75,54.75,0.68,3.25,0.38,39.75,2.28,5.98,13,6,5
18.75,47.25,0.5,3.15,0.38,42.35,1.15,7.58,14,6,5
18.75,59.5,0.6,4.4,0.38,41.18,2.68,8.62,15,6,5
20.33,65.0,0.6,6.3,0.43,43.37,3.83,8.5,16,6,5
18.0,58.5,0.48,5.75,0.43,45.02,3.45,8.3,17,6,5
15.25,51.0,2.35,4.58,0.42,38.33,4.35,25.13,18,6,5
16.5,41.0,0.98,7.18,0.46,36.3,4.6,19.58,19,6,5
17.5,39.5,0.33,6.7,0.43,39.33,3.75,13.6,20,6,5
14.75,37.25,0.3,5.42,0.44,39.17,3.12,10.7,21,6,5
10.25,34.5,0.7,4.2,0.4,38.57,2.08,11.1,22,6,5
7.5,37.0,0.7,4.25,0.39,34.75,2.08,11.42,23,6,5
9.75,39.75,0.1,4.03,0.37,34.0,2.15,10.25,0,6,6
12.0,38.75,0.25,3.63,0.38,9.62,2.03,9.2,1,6,6
12.5,38.5,1.37,5.13,0.37,26.68,3.87,7.0,2,6,6
15.5,40.25,0.92,3.62,0.37,28.98,2.68,5.98,3,6,6
21.5,42.75,0.32,3.35,0.38,24.42,2.08,5.48,4,6,6
26.0,49.5,0.35,3.82,0.42,21.85,2.33,5.78,5,6,6
33.25,49.75,0.3,4.03,0.42,19.38,2.1,6.32,6,6,6
22.75,44.75,0.43,3.75,0.42,22.05,2.2,6.4,7,6,6
17.75,44.0,0.82,4.53,0.47,21.52,3.1,6.28,8,6,6
13.5,43.0,0.42,3.42,0.4,25.78,2.15,6.1,9,6,6
15.75,39.5,1.45,2.95,0.37,29.78,2.72,5.25,10,6,6
17.5,39.25,1.25,4.05,0.38,35.17,3.18,4.3,11,6,6
16.0,43.5,0.75,3.15,0.37,39.05,2.28,4.25,12,6,6
15.25,43.5,0.4,3.68,0.36,38.98,2.2,4.28,13,6,6
16.25,48.0,0.2,12.18,0.46,30.72,6.48,4.82,14,6,6
18.25,86.0,0.37,13.85,0.54,27.42,7.6,31.7,15,6,6
21.5,124.0,0.5,9.32,0.46,30.83,5.38,13.3,16,6,6
18.75,162.0,0.3,7.38,0.44,30.8,4.18,9.93,17,6,6
23.375,107.5,1.18,11.98,0.55,20.2,7.38,7.5,18,6,6
28.0,53.0,1.23,18.95,0.76,13.7,11.08,5.42,19,6,6
27.75,55.75,0.7,20.32,0.76,15.32,11.38,5.1,20,6,6
26.25,55.5,0.38,12.98,0.6,29.88,7.22,5.5,21,6,6
23.25,57.5,0.5,16.45,0.62,20.5,8.65,5.72,22,6,6
20.75,58.5,0.5,11.95,0.54,22.05,6.12,7.07,23,6,6
20.0,57.5,0.5,7.35,0.4,32.5,3.88,7.18,0,7,0
20.75,62.5,0.15,6.0,0.39,6.4,3.23,6.93,1,7,0
23.0,62.0,1.0,5.17,0.35,20.6,3.6,6.27,2,7,0
21.75,50.75,0.82,2.58,0.3,27.15,2.05,5.2,3,7,0
16.5,47.0,0.45,2.7,0.26,25.68,1.8,4.68,4,7,0
12.25,50.0,0.35,4.25,0.31,22.98,2.55,4.55,5,7,0
13.0,48.0,0.4,4.9,0.35,22.32,2.55,4.88,6,7,0
14.0,53.5,0.9,6.5,0.44,16.45,3.95,5.7,7,7,0
18.0,59.0,1.5,7.17,0.47,23.4,5.03,5.8,8,7,0
18.5,62.0,1.5,6.234999999999999,0.47,23.4,5.03,5.55,9,7,0
19.0,65.0,2.55,5.3,0.36,47.3,4.9,5.3,10,7,0
18.5,60.25,2.42,5.8,0.33,40.67,5.03,4.58,11,7,0
24.5,56.0,1.08,6.62,0.44,18.5,4.4,4.68,12,7,0
24.75,66.75,1.08,5.425000000000001,0.44,32.02,4.4,4.1049999999999995,13,7,0
18.25,56.5,26.4,4.23,0.41,32.0,24.15,3.53,14,7,0
11.0,48.5,1.47,8.4,0.37,27.4,5.3,5.25,15,7,0
8.75,53.0,1.1,9.55,0.39,22.88,5.98,5.18,16,7,0
12.0,59.5,0.62,10.35,0.44,21.38,6.0,4.95,17,7,0
16.5,61.0,1.25,12.88,0.54,15.9,7.85,4.62,18,7,0
23.25,70.0,1.6,16.85,0.68,17.32,10.25,3.85,19,7,0
30.75,66.0,0.4,8.25,0.47,38.05,4.7,4.85,20,7,0
33.0,68.5,0.1,6.0,0.45,41.5,3.2,5.3,21,7,0
31.0,76.25,0.3,5.75,0.43,40.12,2.92,5.65,22,7,0
24.25,75.25,0.3,5.42,0.43,38.75,2.38,6.82,23,7,0
27.5,80.25,0.2,5.8,0.4,37.3,3.12,6.98,0,7,1
33.75,85.0,0.27,4.87,0.39,11.07,2.83,6.83,1,7,1
28.5,81.5,0.73,5.27,0.42,25.85,3.4,5.87,2,7,1
33.75,68.75,1.27,4.97,0.4,29.5,3.68,4.97,3,7,1
31.25,62.25,0.48,4.85,0.38,29.15,2.95,4.62,4,7,1
28.25,57.0,0.5,6.28,0.44,24.18,3.72,4.85,5,7,1
36.0,72.75,0.68,6.68,0.46,21.75,4.1,5.05,6,7,1
36.75,84.5,0.5,6.32,0.5,22.9,3.8,6.02,7,7,1
29.25,90.5,1.12,6.2,0.47,25.18,4.22,6.1,8,7,1
29.75,84.75,1.18,6.2,0.48,28.4,4.28,6.2,9,7,1
29.0,83.75,1.0,5.1,0.46,27.5,3.55,5.98,10,7,1
29.75,79.0,2.02,8.28,0.43,31.98,6.07,2.9,11,7,1
31.75,66.25,1.32,5.1,0.4,34.0,3.8,3.97,12,7,1
28.5,69.0,1.08,4.4,0.4,36.0,3.2,4.9,13,7,1
22.25,73.25,0.6,4.2,0.39,36.25,2.6,5.03,14,7,1
20.25,69.5,0.2,5.42,0.4,33.5,3.05,6.18,15,7,1
21.5,79.5,0.85,7.78,0.44,27.68,4.78,6.25,16,7,1
22.75,84.75,1.27,10.78,0.47,23.65,6.75,6.1,17,7,1
24.0,91.0,1.15,16.35,0.7,19.37,9.62,10.38,18,7,1
33.75,103.75,1.82,22.82,0.91,23.38,13.6,66.53,19,7,1
44.25,104.75,0.5,19.02,0.86,38.78,10.55,17.75,20,7,1
48.5,107.75,0.15,12.05,0.69,48.3,6.55,14.32,21,7,1
48.5,100.0,0.3,9.82,0.59,51.82,5.25,12.82,22,7,1
42.0,98.5,0.1,8.3,0.48,49.7,4.2,15.7,23,7,1
33.5,92.75,0.2,5.32,0.44,31.97,2.58,16.0,0,7,2
29.25,81.0,0.1,6.0,0.43,19.33,3.0,16.87,1,7,2
29.75,87.75,0.35,10.23,0.42,33.98,5.57,14.57,2,7,2
33.75,87.5,3.65,7.28,0.34,33.33,6.82,6.9,3,7,2
49.0,90.0,0.68,5.82,0.41,29.65,3.65,6.43,4,7,2
44.666666666666664,78.33333333333333,0.52,7.48,0.48,25.8,4.38,6.2,5,7,2
40.333333333333336,66.66666666666667,1.0,7.95,0.49,14.6,5.05,5.92,6,7,2
36.0,55.0,1.0,6.68,0.44,15.5,2.7,8.62,7,7,2
21.25,50.75,0.5,9.3,0.39,24.6,5.05,9.82,8,7,2
3.0,44.75,1.02,17.35,0.43,19.9,10.02,9.35,9,7,2
3.0,49.25,2.92,28.45,0.38,17.32,17.5,2.95,10,7,2
4.083333333333333,57.5,1.7,8.68,0.4,20.65,6.0,7.75,11,7,2
5.166666666666666,57.0,0.8,22.82,0.43,20.95,12.8,5.52,12,7,2
6.25,49.0,2.4,14.25,0.37,22.83,9.57,5.92,13,7,2
15.75,47.25,1.1,8.88,0.41,21.15,5.65,7.45,14,7,2
24.5,53.0,0.88,9.22,0.44,23.25,5.62,8.02,15,7,2
21.75,58.5,1.1,10.45,0.43,22.6,6.45,7.38,16,7,2
21.0,58.25,1.32,11.82,0.46,17.8,7.38,7.38,17,7,2
31.0,71.5,5.18,15.95,0.68,10.25,12.7,6.8,18,7,2
30.5,73.25,3.53,22.72,0.9,7.78,14.92,6.62,19,7,2
31.5,84.25,1.95,23.45,0.88,7.68,14.08,6.75,20,7,2
39.5,88.25,2.82,27.2,0.99,9.4,16.77,6.42,21,7,2
38.75,94.0,1.3,20.68,0.74,21.55,12.02,6.75,22,7,2
29.25,80.75,0.55,11.88,0.47,38.58,6.8,7.3,23,7,2
24.0,77.25,0.57,10.55,0.4,44.37,6.08,7.38,0,7,3
24.0,70.0,0.17,8.8,0.37,21.53,4.83,7.23,1,7,3
25.25,75.25,0.3,10.87,0.38,23.52,5.97,8.8,2,7,3
28.25,69.0,0.57,11.35,0.36,35.88,6.52,7.32,3,7,3
26.75,69.75,0.33,9.7,0.37,31.32,5.38,6.58,4,7,3
28.25,74.25,0.33,8.15,0.36,33.8,4.55,6.25,5,7,3
26.0,84.5,0.4,8.15,0.42,30.72,4.58,6.2,6,7,3
31.25,92.75,0.88,11.1,0.48,28.58,6.65,6.02,7,7,3
35.0,86.75,1.1,9.28,0.46,28.6,5.82,6.1,8,7,3
33.5,70.75,1.35,9.35,0.53,31.1,6.08,6.4,9,7,3
38.5,77.25,1.52,10.5,0.58,28.2,6.85,5.92,10,7,3
41.75,77.25,3.72,11.62,0.62,26.88,9.22,5.72,11,7,3
46.25,78.75,1.35,12.02,0.62,51.05,7.5,6.8,12,7,3
44.25,92.5,1.05,10.95,0.55,52.68,6.62,6.0,13,7,3
39.25,87.75,0.42,6.48,0.43,50.47,3.8,5.98,14,7,3
19.75,55.0,0.75,9.32,0.38,43.9,5.55,5.85,15,7,3
20.5,46.75,0.78,9.32,0.39,41.38,5.6,5.55,16,7,3
25.0,46.75,1.08,11.0,0.44,35.6,6.72,5.38,17,7,3
23.0,57.0,0.6,11.05,0.47,32.4,6.38,5.38,18,7,3
26.0,50.75,0.6,14.8,0.55,26.12,8.35,5.5,19,7,3
26.5,53.5,0.48,14.8,0.56,23.45,8.28,5.52,20,7,3
27.0,56.0,0.55,14.02,0.56,22.18,7.92,5.55,21,7,3
24.25,61.25,0.35,16.4,0.65,16.55,9.0,5.5,22,7,3
26.25,65.75,0.28,13.3,0.54,17.88,7.3,5.78,23,7,3
28.75,61.75,0.25,9.82,0.41,25.03,5.42,5.98,0,7,4
24.5,51.75,0.27,8.03,0.39,23.2,4.47,6.3,1,7,4
23.0,56.5,0.8,9.23,0.37,26.48,5.57,6.27,2,7,4
22.5,59.5,0.32,5.38,0.34,24.75,3.12,6.1,3,7,4
21.25,55.5,0.43,5.28,0.36,31.1,3.18,5.65,4,7,4
21.5,58.5,0.4,5.3,0.37,31.52,3.12,5.62,5,7,4
21.0,62.5,0.32,5.22,0.36,35.1,3.05,5.68,6,7,4
26.75,71.25,0.85,6.18,0.44,34.67,4.0,5.9,7,7,4
35.0,77.25,0.82,6.18,0.5,39.8,3.95,6.15,8,7,4
34.0,82.5,0.8,5.92,0.42,48.9,3.78,6.35,9,7,4
41.0,84.25,1.0,6.75,0.43,49.62,4.4,6.48,10,7,4
39.5,87.0,1.02,8.28,0.55,45.38,5.25,6.65,11,7,4
36.5,93.25,0.88,8.28,0.49,51.42,5.1,6.62,12,7,4
41.5,92.25,0.72,7.32,0.53,60.4,4.45,6.7,13,7,4
35.5,91.5,0.75,5.38,0.72,45.42,3.45,6.22,14,7,4
13.5,69.5,0.4,5.0,0.52,44.52,2.98,6.48,15,7,4
21.0,56.75,0.85,10.3,0.49,35.3,6.18,6.4,16,7,4
21.5,65.5,0.48,9.4,0.46,39.05,5.38,6.95,17,7,4
28.75,65.75,0.48,12.18,0.55,32.9,6.85,7.42,18,7,4
42.0,70.5,0.85,12.15,0.6,26.25,7.15,7.5,19,7,4
33.75,71.25,0.62,14.48,0.7,19.95,8.2,6.88,20,7,4
38.75,79.5,1.7,25.68,0.96,9.2,15.02,5.98,21,7,4
37.25,80.25,0.7,11.65,0.59,16.05,6.72,6.7,22,7,4
32.5,67.0,0.4,11.95,0.52,18.27,6.65,6.38,23,7,4
24.25,61.75,0.48,8.98,0.36,21.93,5.12,6.2,0,7,5
21.5,58.25,0.33,7.5,0.33,28.1,4.23,6.37,1,7,5
23.25,60.0,0.47,8.7,0.33,28.42,5.0,5.9,2,7,5
23.75,61.75,0.48,7.68,0.33,20.35,4.45,6.02,3,7,5
22.5,54.75,0.4,7.3,0.32,24.2,4.2,5.85,4,7,5
21.25,57.5,0.42,7.15,0.34,25.5,4.12,5.85,5,7,5
25.5,74.75,0.4,8.52,0.42,26.7,4.85,5.98,6,7,5
37.75,93.25,0.57,7.72,0.41,31.2,4.58,5.98,7,7,5
40.75,91.5,0.7,7.02,0.45,36.08,4.28,5.93,8,7,5
42.75,94.5,0.92,7.08,0.45,40.15,4.53,6.35,9,7,5
43.0,100.0,1.2,6.62,0.44,47.62,4.45,6.45,10,7,5
44.25,98.25,1.32,7.72,0.42,52.45,5.18,6.52,11,7,5
38.25,89.75,0.85,7.32,0.39,54.18,4.58,6.32,12,7,5
36.5,80.25,0.6,6.42,0.43,56.72,3.9,6.62,13,7,5
31.5,80.0,0.55,8.62,0.47,58.5,5.0,6.95,14,7,5
37.75,95.5,0.8,10.2,0.46,58.98,6.07,6.6,15,7,5
32.0,92.5,0.65,7.0,0.43,61.15,4.25,7.1,16,7,5
25.75,87.25,0.28,7.12,0.38,43.08,4.03,6.98,17,7,5
27.0,72.75,0.48,9.15,0.45,31.1,5.25,6.7,18,7,5
24.0,56.0,0.8,13.8,0.55,22.9,8.1,6.7,19,7,5
23.294117647058822,54.411764705882355,0.8,13.865625000000001,0.55,22.9,8.1,6.64375,20,7,5
22.58823529411765,52.8235294117647,0.8,13.93125,0.55,22.9,8.1,6.5875,21,7,5
21.88235294117647,51.23529411764706,0.8,13.996875000000001,0.55,22.9,8.1,6.53125,22,7,5
21.176470588235293,49.64705882352941,0.8,14.0625,0.55,22.9,8.1,6.475,23,7,5
20.470588235294116,48.05882352941177,0.8,14.128125,0.55,22.9,8.1,6.41875,0,7,6
19.764705882352942,46.470588235294116,0.8,14.19375,0.55,22.9,8.1,6.3625,1,7,6
19.058823529411764,44.88235294117647,0.8,14.259375,0.55,22.9,8.1,6.30625,2,7,6
18.352941176470587,43.294117647058826,0.8,14.325,0.55,22.9,8.1,6.25,3,7,6
17.647058823529413,41.705882352941174,0.8,14.390625,0.55,22.9,8.1,6.19375,4,7,6
